10773343	Xylem-specific expression of wound-inducible rice peroxidase genes in transgenic plants.	2000	Plant Sci	A peroxidase gene, poxA, was isolated from a rice (Oryza sativa L.) genomic library. The gene consists of four exons whose combined sequences were identical to that of the prxRPA mRNA whose levels were dramatically stimulated by wounding as well as by treatment of rice shoots with ethephon or UV irradiation [H. Ito, F. Kimizuka, A. Ohbayashi, H. Matsui, M. Honma, A. Shinmyo, Y. Ohashi, A.B. Caplan, R.L. Rodriguez, Molecular cloning and characterization of two complementary DNAs encoding putative peroxidases from rice (Oryza sativa L.) shoots, Plant Cell Rep. 13 (1994) 361-366]. The temporal and spatial expression properties of the poxA gene promoter as well as that from a second related peroxidase gene, poxN, were analyzed in transgenic tobacco and rice plants using the uidA gene as a reporter. In transgenic tobacco, UV- and wound-responsive cis-elements were located within 144 bp from the translational start codon of the poxA gene. The poxN promoter, however, was inactive in the heterologous host as no significant GUS activity was evident. On the other hand, chimeric uidA genes containing 2.2 kb of the poxA promoter or 1.4 kb of poxN promoter were active in transgenic rice plants. Both peroxidase promoters directed GUS activities in a spatial and tissue specific manner coincident with the expression patterns exhibited by their mRNAs. Histochemical analysis of transgenic rice plants showed that both peroxidase genes are expressed in the vascular bundles of the shoot apex and lamina joint, and in xylem-parenchyma cells of the leaf blade and sheath.
9517002	Isolation and characterization of a water stress-specific genomic gene, pwsi 18, from rice.	1998	Plant Cell Physiol	One of the water stress-specific cDNA clones of rice characterised previously, wsi18, was selected for further study. The wsi18 gene can be induced by water stress conditions such as mannitol, NaCl, and dryness, but not by ABA, cold, or heat. A genomic clone for wsi18, pwsi18, contained about 1.7 kbp of the 5' upstream sequence, two introns, and the full coding sequence. The 5'-upstream sequence of pwsi18 contained putative cis-acting elements, namely an ABA-responsive element (ABRE), three G-boxes, three E-boxes, a MEF-2 sequence, four direct and two inverted repeats, and four sequences similar to DRE, which is involved in the dehydration response of Arabidopsis genes. The gusA reporter gene under the control of the pwsi18 promoter showed transient expression in response to water stress. Deletion of the downstream DRE-like sequence between the distal G-boxes-2 and -3 resulted in rather low GUS expression.
15047876	OsEIN2 is a positive component in ethylene signaling in rice.	2004	Plant Cell Physiol	EIN2 is a central signal transducer in the ethylene-signaling pathway, and a unique membrane-anchored protein. By screening a cDNA library, we have isolated a cDNA clone (OsEIN2) that encodes the rice EIN2 homolog. The full-length ORF clone was obtained by reverse transcriptase-polymerase chain reaction. OsEIN2 shares significant amino acid sequence similarity with Arabidopsis EIN2 (57% similarity and 42% identity). Both the numbers and positions of introns and exons in the OsEIN2 and AtEIN2 coding regions are also conserved. To address whether this structural similarity is indicative of functional conservation of the corresponding proteins, we also generated transgenic lines expressing the antisense construct of OsEIN2. Those plants were stunted and shoot elongation was severely inhibited. Their phenotypes were similar to that found with wild-type rice seedlings that were treated with AgNO3, an ethylene signal inhibitor. In the OsEIN2 antisense plants, the expression levels of two ethylene-responsive genes, SC129 and SC255, were decreased compared with the wild types. These results suggest that OsEIN2 is a positive component of the ethylene-signaling pathway in rice, just as AtEIN2 is in Arabidopsis: Our antisense transgenic plants produced approximately 3.5 times more ethylene than the wild-type plants. Expression analysis of rice ACS and ACO genes showed that the transcript levels of OsACS1 and OsACO1 were elevated in the transgenic plants.
16141453	Rice Undeveloped Tapetum1 is a major regulator of early tapetum development.	2005	Plant Cell	The tapetum, the innermost of four sporophytic layers in the anther wall, comes in direct contact with the developing male gametophyte and is thought to play a crucial role in the development and maturation of microspores. Here, we report the identification of rice (Oryza sativa) Undeveloped Tapetum1 (Udt1), which is required for the differentiation of secondary parietal cells to mature tapetal cells. T-DNA or retrotransposon Tos17 insertions in the Udt1 gene caused male sterility. The anther walls and meiocytes of the mutants were normal during the early premeiosis stage, but their tapeta failed to differentiate and became vacuolated during the meiotic stage. In addition, meiocytes did not develop to microspores, and middle layer degeneration was inhibited. Consequently, the anther locules contained no pollen. The UDT1:green fluorescent protein fusion protein was localized to the nucleus. This, together with its homology with other basic helix-loop-helix proteins, suggests that UDT1 is a transcription factor. DNA microarray analysis identified 958 downregulated and 267 upregulated genes in the udt1-1 anthers, suggesting that Udt1 plays a major role in maintaining tapetum development, starting in early meiosis.
11527396	Molecular cloning and characterization of a novel Jasmonate inducible pathogenesis-related class 10 protein gene, JIOsPR10, from rice (Oryza sativa L.) seedling leaves.	2001	Biochem Biophys Res Commun	A novel rice (Oryza sativa L.) gene, homologous to a sorghum pathogenesis-related class 10 protein gene, was cloned from a cDNA library prepared from 2-week-old jasmonic acid-treated rice seedling leaves, and named as JIOsPR10 (jasmonate inducible). JIOsPR10 encoded a 160-amino-acid polypeptide with a predicted molecular mass of 17,173.23 Da and a pI of 5.84. JIOsPR10 was highly similar (77%) to the sorghum PR10 protein, but showed less than 55% similarity with other identified PR10s at the amino acid level. Genomic Southern analyses indicated the presence of related genes in the rice genome. The JIOsPR10 transcript was not detected in the healthy leaves, and was not induced after cut. Further expression analysis revealed that the signaling components of defense/stress pathways, jasmonate, salicylate, and H(2)O(2) significantly up-regulated the JIOsPR10 mRNA over the cut control, whereas two other stress regulators, ethylene and abscisic acid, failed to induce its expression. Interestingly the protein phosphatase (PP) inhibitors, cantharidin, endothall, and okadaic acid, rapidly and potently up-regulated the JIOsPR10 expression, suggesting involvement of the phosphorylation/dephosphorylation events. Additionally, the inducible expression of the JIOsPR10 gene was influenced by light signal(s). Finally, the blast pathogen (Magnaporthe grisea) also specifically elicited the accumulation of JIOsPR10 mRNA in leaves. Induction of the JIOsPR10 gene expression by signaling molecules, PP inhibitors and pathogen attack, strongly indicate a role for this novel gene in rice self-defense/stress response(s).
8978691	Targeting presequence acquisition after mitochondrial gene transfer to the nucleus occurs by duplication of existing targeting signals.	1996	EMBO J	We have cloned a gene for mitochondrial ribosomal protein S11 (RPS11), which is encoded in lower plants by the mitochondrial genome, in higher plants by the nuclear genome, demonstrating genetic information transfer from the mitochondrial genome to the nucleus during flowering plant evolution. The sequence s11-1 encodes an N-terminal extension as well as an organelle-derived RPS11 region. Surprisingly, the N-terminal region has high amino acid sequence similarity with the presequence of the beta-subunit of ATP synthase from plant mitochondria, suggesting a common lineage of the presequences. The deduced N-terminal region of s11-2, a second nuclear-encoded homolog of rps11, shows high sequence similarity with the putative presequence of cytochrome oxidase subunit Vb. The sharing of the N-terminal region together with its 5' flanking untranslated nucleotide sequence in different proteins strongly suggests an involvement of duplication/recombination for targeting signal acquisition after gene migration. A remnant of ancestral rps11 sequence, transcribed and subjected to RNA editing, is found in the mitochondrial genome, indicating that inactivation of mitochondrial rps11 gene expression was initiated at the translational level prior to termination of transcription.
9057336	Molecular cloning and characterization of a cDNA for plastidic copper/zinc-superoxide dismutase in rice (Oryza sativa L.).	1997	Plant Cell Physiol	A cDNA encoding plastidic Cu/Zn-SOD was isolated from rice. The deduced amino acid sequence included a transit peptide in the amino-terminal residues and showed a high similarity to those of plastidic Cu/Zn-SODs from other plants. The level of expression of this transcript was high in green leaves and differed from that of other rice SOD mRNAs in various tissues.
10050312	Gene cloning and expression of cytosolic glutathione reductase in rice (Oryza sativa L.).	1998	Plant Cell Physiol	We have isolated a cDNA (RGRC2) encoding glutathione reductase (GR) from rice (Oryza sativa L.). The comparison of deduced amino acid sequences from RGRC2 and other plant GR cDNAs indicated that RGRC2 encodes a putative cytosolic isoform. The recombinant RGRC2 protein had enzymatic properties comparable to those of GR from rice embryo. Subcellular fractionation showed that the RGRC2 protein is localized primarily in cytosol. mRNA and protein of RGRC2 were observed mainly in roots and calli but little in leaf tissues. Southern blot analysis showed that the RGRC2 gene exists as a single copy gene. Here, we have also isolated a genomic clone completely corresponding to RGRC2. The RGRC2 gene is split into 16 exons spread about 7.4 kb of chromosomal DNA, with coding sequence beginning in the 2nd exon and ending in the 16th exon. From the presence of two ABA-responsive elements in the 5'-flanking region of RGRC2, we examined the expression in rice seedlings treated with ABA and the ABA-related environmental stresses, chilling, drought and salinity. The expression of RGRC2 was strongly induced by all these treatments. We suggest that the expression of the rice cytosolic GR gene is regulated via ABA-mediated signal transduction pathway under environmental stresses.
10192910	Molecular cloning and characterization of a cDNA for an iron-superoxide dismutase in rice (Oryza sativa L.).	1999	Biosci Biotechnol Biochem	We have isolated a cDNA encoding Fe-SOD from rice (Oryza sativa L.). The deduced amino acid sequence consists of a polypeptide with 255 amino acids, including a putative transit peptide (40 a.a.) in amino-terminal residues. This sequence is similar to the known plant Fe-SODs but not classified in the group of known Fe-SODs. The metal analysis and SOD assays of the partial purified recombinant protein expressed in E. coli showed that this cDNA encodes an iron-containing SOD. However this SOD activity was not inhibited by the treatment with hydrogen peroxide, which was expected to inhibit known Fe-SOD activity. mRNA of rice Fe-SOD was detected in all vegetative tissues examined, being especially abundant in calli, and strongly increased by light induction. These results suggested that this cDNA encodes rice Fe-SOD, which is apparently distinct from known plant Fe-SODs.
11118226	A recurrent general RNA binding domain appended to plant methionyl-tRNA synthetase acts as a cis-acting cofactor for aminoacylation.	2000	EMBO J	The cDNA encoding rice methionyl-tRNA synthetase was isolated. The protein exhibited a C-terminal polypeptide appended to a classical MetRS domain. This supplementary domain is related to endothelial monocyte activating polypeptide II (EMAPII), a cytokine produced in mammals after cleavage of p43, a component of the multisynthetase complex. It is also related to Arc1p and Trbp111, two tRNA binding proteins. We expressed rice MetRS and a derivative with a deletion of its EMAPII-like domain. Band-shift analysis showed that this extra-domain provides MetRS with non-specific tRNA binding properties. The EMAPII-like domain contributed a 10-fold decrease in K:(M) for tRNA in the aminoacylation reaction catalyzed by the native enzyme, as compared with the C-terminally truncated MetRS. Consequently, the EMAPII domain provides MetRS with a better catalytic efficiency at the free tRNA concentration prevailing in vivo. This domain binds the acceptor minihelix of tRNA(Met) and facilitates its aminoacylation. These results suggest that the EMAPII module could be a relic of an ancient tRNA binding domain that was incorporated into primordial synthetases for aminoacylation of RNA minihelices taken as the ancestor of modern tRNA.
7816019	Physical mapping of the 5S ribosomal RNA genes on rice chromosome 11.	1994	Mol Gen Genet	One 5S ribosomal RNA gene (5S rDNA) locus was localized on chromosome 11 of japonica rice by in situ hybridization. The biotinylated DNA probe used was prepared by direct cloning and direct labeling methods, and the locus was localized to the proximal region of the short arm of chromosome 11 (11p1.1) by imaging methods. The distance between the signal site and the centromere is 4.0 arbitrary units, where the total length of the short arm is 43.3 units. The 5SrDNA locus physically identified and mapped in rice was designated as 5SRrn. The position of the 5S rDNA locus reported here differs from that in indica rice; possible reasons for this difference are discussed. DNA sequences of 5S rDNA are also reported.
12974810	The SCARECROW gene's role in asymmetric cell divisions in rice plants.	2003	Plant J	Asymmetric cell division is one of the most important mechanisms in the diversification of cell function and fate. In Arabidopsis, SCARECROW (SCR) is essential for the asymmetric division of the cortex/endodermis progenitor cell in the root. To learn more about how SCR is involved in asymmetric division, we analyzed the rice SCR (OsSCR) expression. In the root tip, OsSCR expression was observed in the endodermal cell layer and downregulated in the daughter cortex cell after asymmetric division, just as with Arabidopsis SCR. In leaf primordia, expression of OsSCR was observed in stomatal and ligule formation. In stomatal development, OsSCR was specifically expressed in the stomatal cell files before formation of guard mother cells (GMCs), and then, its expression was localized in GMCs, when the first asymmetric division occurred to generate the GMCs. Before the second asymmetric division of subsidiary mother cells (SMCs), localized OsSCR expression was observed in SMCs in the area close to the GMCs. Before these asymmetric divisions, the localization of OsSCR mRNA in GMC-forming cells and SMCs was observed in the area of the daughter GMC and subsidiary cells. OsSCR expression was also observed in the initiation area of ligule formation, and its downregulation occurred in the inner L2 cells generated by asymmetric division. Based on these observations, we proposed that OsSCR is involved not only in the asymmetric division of the cortex/endodermis progenitor cell but also during stomata and ligule formation by establishing the polarization of cytoplasm.
14561741	Residues in internal repeats of the rice cation/H+ exchanger are involved in the transport and selection of cations.	2004	J Biol Chem	In plants, the cation/H+ exchanger (CAX) translocates Ca2+ and other metal ions into vacuoles using the H+ gradient formed by H+-ATPase and H+-pyrophosphatase. Such exchangers carrying 11 transmembrane domains (TMs) have been isolated from plants, yeast, and bacteria. In this study, multiple sequence alignment of several CAXs revealed the presence of highly conserved 36-residue regions between TM3 and TM4 and between TM8 and TM9. These two repetitive motifs are designated repeats c-1 and c-2. Using site-directed mutagenesis, we generated 31 mutations in the repeats of the Oryza sativa CAX, which translocates Ca2+ and Mn2+. Mutant exchangers were expressed in a Saccharomyces cerevisiae strain that is sensitive to Ca2+ and Mn2+ because of the absence of vacuolar Ca2+-ATPase and the Ca2+/H+ exchanger. Mutant exchangers were classified into six classes according to their tolerance for Ca2+ and Mn2+. For example, the class III mutants had no tolerance for either ion, and the class IV mutants had tolerance only for Ca2+. The biochemical function of each residue was estimated. We investigated the membrane topology of the repeats using a method combining cysteine mutagenesis and sulfhydryl reagents. Our results suggest that repeat c-1 re-enters the membrane from the vacuolar luminal side and forms a solution-accessible region. Furthermore, several residues in repeats c-1 and c-2 were found to be conserved in animal Na+/Ca2+ exchangers. Finally, we suggest that these re-entrant repeats may form a vestibule or filter for cation selection.
16087344	Expressions of rice sucrose non-fermenting-1 related protein kinase 1 genes are differently regulated during the caryopsis development.	2005	Plant Physiol Biochem	The rice sucrose non-fermenting-1 related protein kinase 1 (SnRK1) family consists of three genes, which were named OSK1, OSK24 and OSK35. In order to elucidate the distinct functions of OSK genes, we identified precise regions for their expression by the promoter: GUS expression analyses as well as in situ mRNA localization experiments. At first, we isolated genomic clones corresponding to each member of OSKs in order to obtain the promoter sequences. All OSK genes house 11 exons and 10 introns and the positions of introns within the coding regions are fully conserved in all these genes. Histochemical analyses using OSK promoter: beta-glucronidase (OSKP:GUS) reporter genes showed that expression patterns of OSK1P:GUS and OSK24P:GUS were quite different in the developing caryopsis. The expression of OSK1P:GUS was nearly restricted in the vascular tissues during the caryopsis development. In contrast, the OSK24P:GUS expression was detected in the pericarp at the early stage with a shift to the endosperm as the endosperm cells were formed, and GUS staining was confined to both aleurone layer and endosperm cells around 15 days after flowering, when cell division of cellular endosperm were almost finished. The shifting pattern of the OSK24 expression was correlated with the appearance of starch granules in each tissue. Similar correlation between OSK24 expression and emergence of starch granules was also observed at another temporal sink organ, the basal part of leaf sheath. These results suggest that OSK24 (rice SnRK1b) most probably have a special role in carbohydrate metabolism of the sink organs.
9085264	Isolation and characterization of a rice MADS box gene belonging to the AGL2 gene family.	1997	Mol Cells	The MADS box genes that encode regulatory proteins play important roles in both the formation of flower meristem and the determination of floral organ identity. We have characterized a flower-specific cDNA that belongs to the AGL2 gene family from rice, designated OsMADS5. The cDNA displays the structure of a typical plant MADS box gene, which consists of a MADS domain, K domain, a short I region between the MADS and K domain, and the C-terminal region downstream of the K domain. The gene was classified as a member of the AGL2 gene family from sequence homology analysis. The OsMADS5 protein is the most similar to OsMADS1 of rice (72% identity). In spatial and temporal RNA blot analyses, the OsMADS5 gene was expressed preferentially in anthers and weakly in carpels. During flower development, the gene was more highly expressed in the early floral stage than in the late. To study the functions of the gene, the cDNA clone was expressed ectopically using the CaMV 35S promoter in a heterologous tobacco plant system. Transgenic plants of OsMADS5 exhibited the phenotype of weak dwarfism and early flowering. These results indicate that OsMADS5 is structurally related to the AGL2 family and may be involved in controlling flowering time.
7579155	Phenotypic alterations of petal and sepal by ectopic expression of a rice MADS box gene in tobacco.	1995	Plant Mol Biol	Floral organ development is controlled by a group of regulatory factors containing the MADS domain. In this study, we have isolated and characterized a cDNA clone from rice, OsMADS3, which encodes a MADS-domain containing protein. The OsMADS3 amino acid sequence shows over 60% identity to AG of Arabidopsis, PLE of Antirrhinum majus, and AG/PLE homologues of petunia, tobacco, tomato, Brassica napus, and maize. Homology in the MADS box region is most conserved. RNA blot analysis indicated that the rice MADS gene was preferentially expressed in reproductive organs, especially in stamen and carpel. In situ localization studies showed that the transcript was present primarily in stamen and carpel. The function of the rice OsMADS3 was elucidated by ectopic expression of the gene under the control of the CaMV 35S promoter in a heterologous tobacco plant system. Transgenic plants exhibited an altered morphology and coloration of the perianth organs. Sepals were pale green and elongated. Limbs of the corolla were split into sections which in some plants became antheroid structures attached to tubes that resembled filaments. The phenotypes mimic the results of ectopic expression of dicot AG gene or AG homologues. These results indicate that the OsMADS3 gene is possibly an AG homologue and that the AG genes appear to be structurally and functionally conserved between dicot and monocot.
9339904	Characterization of two rice MADS box genes that control flowering time.	1997	Mol Cells	Plants contain a variety of the MADS box genes that encode regulatory proteins and play important roles in both the formation of flower meristem and the determination of floral organ identity. We have characterized two flower-specific cDNAs from rice, designated OsMADS7 and OsMADS8. The cDNAs displayed the structure of a typical plant MADS box gene, which consists of the MADS domain, I region, K domain, and C-terminal region. These genes were classified as members of the AGL2 gene family based on sequence homology. The OsMADS7 and 8 proteins were most homologous to OM1 and FBP2, respectively. The OsMADS7 and 8 transcripts were detectable primarily in carpels and also weakly in anthers. During flower development, the OsMADS genes started to express at the young flower stage and the expression continued to the late stage of flower development. The OsMADS7 and 8 genes were mapped on the long arms of the chromosome 8 and 9, respectively. To study the functions of the genes, the cDNA clones were expressed ectopically using the CaMV 35S promoter in a heterologous tobacco plant system. Transgenic plants expressing the OsMADS genes exhibited the phenotype of early flowering and dwarfism. The strength of the phenotypes was proportional to the levels of transgene expression and the phenotypes were co-inherited with the kanamycin resistant gene to the next generation. These results indicate that OsMADS7 and 8 are structurally related to the AGL2 family and are involved in controlling flowering time.
7858231	Isolation and characterization of two beta-tubulin cDNA clones from rice.	1994	Plant Mol Biol	Two cDNA clones encoding two different beta-tubulins, RTUB-1 and RTUB-2, were isolated from a rice cDNA library and their nucleotide sequences were analyzed. The deduced amino acid sequences showed amino acid sequence identity between 92% and 97% with other plant beta-tubulins. Southern blot analysis using gene-specific and coding-region probes suggested that beta-tubulins in rice are encoded by multigene families. The two cDNA clones represent two subfamilies of rice tubulins, RTUB-1 and RTUB-2, consisting of 3 to 4 genes and a single gene, respectively. The transcript levels of RTUB-1 and RTUB-2 genes were higher in actively elongating tissues such as etiolated shoot tissues and light-grown root tissues of four-day old seedlings.
